,id,name,name_no_accent,min_price_domain
358,4202,Nhà nghỉ Hải Hiền (Hai Hien Guesthouse),nha nghi hai hien (hai hien guesthouse),600000
359,4231,Kim Co Hotel 2,kim co hotel 2,329004
360,4268,Pansy Hotel Kien Giang,pansy hotel kien giang,321342
361,4271,Ngan Giang Guesthouse,ngan giang guesthouse,400000
362,4298,Phat Tai Hotel,phat tai hotel,303030
363,4366,Kim Hong Nhat Hotel Phu Quoc,kim hong nhat hotel phu quoc,289681
364,4448,Phu Quoc Bien GuestHouse,phu quoc bien guesthouse,339394
365,4451,An Binh Resort,an binh resort,1035000
366,4621,Moon Resort,moon resort,1196800
367,4660,Nhà nghỉ Davi (Davi Guest House),nha nghi davi (davi guest house),432900
368,4667,Ninila Fruitfarm Phú Quốc (Ninila Fruitfarm Phu Quoc Guesthouse),ninila fruitfarm phu quoc (ninila fruitfarm phu quoc guesthouse),420000
369,4760,Nhat Quynh 2 Hotel,nhat quynh 2 hotel,335000
370,4807,Kiet Hong Hotel,kiet hong hotel,241558
371,4859,Hạnh Ngọc Resort Phú Quốc,hanh ngoc resort phu quoc,425000
372,4954,Khách sạn Hoàng Gia 2 (Hoang Gia 2 Hotel),khach san hoang gia 2 (hoang gia 2 hotel),321342
373,5014,Kim Son Phu Quoc Hotel,kim son phu quoc hotel,-1
374,5799,Hong Bin Bungalow,hong bin bungalow,454545
375,5868,Huỳnh Gia Bungalow (Huynh Gia Bungalow),huynh gia bungalow (huynh gia bungalow),653058
376,5901,Khách sạn Venus Phú Quốc ( Venus Phu Quoc Hotel),khach san venus phu quoc ( venus phu quoc hotel),489720
377,6119,Bo Resort,bo resort,995671
378,6126,River Hotel,river hotel,517246
379,6147,D' Hotel,d' hotel,381818
380,6200,The Venue GuestHouse,the venue guesthouse,360000
381,6296,Davi Guesthouse,davi guesthouse,432900
382,6357,Pepper Farm Phu Quoc,pepper farm phu quoc,259740
383,6689,Duc Anh Garden Homestay,duc anh garden homestay,692641
384,6816,Kim Hoa Resort,kim hoa resort,1266254
385,6817,Ocean Hill Resort,ocean hill resort,1234748
386,7083,Kim Minh Resort,kim minh resort,1035000
387,7086,Sai Gon Rach Gia Hotel,sai gon rach gia hotel,999999
388,7311,Novotel Phú Quốc Resort (Novotel Phu Quoc Resort),novotel phu quoc resort (novotel phu quoc resort),2316423
389,7366,Bauhinia Resort & Spa,bauhinia resort & spa,909091
390,7371,Ngoc Ngan Guest House,ngoc ngan guest house,500000
391,7372,Khách sạn Hữu Lễ (Huu Le Hotel),khach san huu le (huu le hotel),346320
392,7530,Duy Toan Guesthouse,duy toan guesthouse,272727
393,7531,Son Vinh Guest House,son vinh guest house,432900
394,7672,Kosmos Phu Quoc Villa (Kosmos Phu Quoc),kosmos phu quoc villa (kosmos phu quoc),7386882
395,7815,Peppercorn Beach Resort Phú Quốc,peppercorn beach resort phu quoc,1390159
396,7902,Famiana Beach Resort & Spa,famiana beach resort & spa,1871581
397,7904,Blue Paradise Resort,blue paradise resort,602822
398,8399,Khu Nghỉ Dưỡng & Spa Trung Tâm Chez Carole (Chez Carole Center Ressort & Spa),khu nghi duong & spa trung tam chez carole (chez carole center ressort & spa),1184416
399,8402,Phu Quoc Dragon Resort & Spa,phu quoc dragon resort & spa,-1
400,8408,Famiana Green Villa,famiana green villa,1061065
401,8409,Thu Uyên Bungalow (Little Garden Bungalow),thu uyen bungalow (little garden bungalow),517500
402,8411,Praha Hotel,praha hotel,796215
403,8418,Khách sạn Phu Quoc Ocean Pearl,khach san phu quoc ocean pearl,971350
404,8425,Ong Lang Village Resort,ong lang village resort,688500
405,8426,MyPlace Siena Garden Resort,myplace siena garden resort,3439000
406,8427,Blue Sky Phu Quoc Hotel,blue sky phu quoc hotel,519481
407,8430,Freebeach Resort ,freebeach resort ,594000
408,8434,Ngọc Việt Bungalow (Ngoc Viet Bungalow),ngoc viet bungalow (ngoc viet bungalow),563263
409,8441,Nhà nghỉ Yến Huỳnh (Yen Huynh Guest House),nha nghi yen huynh (yen huynh guest house),423550
410,8446,Montana Resort,montana resort,2883117
411,8447,Duke Hostel,duke hostel,900000
412,8449,Sen Viet Phu Quoc Resort Sport and Spa,sen viet phu quoc resort sport and spa,584416
413,8453,Nhà nghỉ Duy Toàn (Duy Toan Guest House ),nha nghi duy toan (duy toan guest house ),272727
414,8455,Miana Resort Phú Quốc,miana resort phu quoc,661899
415,8457,Sailing Hotel,sailing hotel,432900
416,8460,Bungalow Tài Phát (Bungalow Tai Phat),bungalow tai phat (bungalow tai phat),472000
417,8462,La Casa Resort Phú Quốc,la casa resort phu quoc,-1
418,8463,Ha Phat Guest House,ha phat guest house,230000
419,8467,Khách sạn Halona Phú Quốc,khach san halona phu quoc,270000
420,8468,Khu Nghỉ Ancarine (Ancarine Beach Resort),khu nghi ancarine (ancarine beach resort),1995663
421,8472,Highland Bungalow,highland bungalow,602220
422,8478,Tropical Garden Homestay,tropical garden homestay,248663
423,8479,Antinho Hostel,antinho hostel,530000
424,8481,Phu Quoc Villa,phu quoc villa,500000
425,8482,Khali Resort,khali resort,985714
426,8483,Gia Thanh Guest House,gia thanh guest house,272727
427,8487,Khách sạn sinh thái mùa xuân (Eco Spring Villa),khach san sinh thai mua xuan (eco spring villa),584416
428,8489,Khách sạn Minh Hồng (Minh Hong Hotel),khach san minh hong (minh hong hotel),600000
429,8490,Khách Sạn SUN & SEA Phú Quốc (Sun and Sea Hotel Phu Quoc),khach san sun & sea phu quoc (sun and sea hotel phu quoc),519481
430,8491,Her Bungalow,her bungalow,467533
431,8497,Mimosa Guest House,mimosa guest house,550000
432,8498,Tina Bungalow,tina bungalow,602220
433,8499,Khách Sạn T and T Phú Quốc (T and T Hotel),khach san t and t phu quoc (t and t hotel),311688
434,8505,Tre Vang Hotel Phu Quoc,tre vang hotel phu quoc,443182
435,8506,Wildland Resort,wildland resort,568052
436,8508,Khanh Duy Bungalow,khanh duy bungalow,1385281
437,8509,THI LONG PHUNG,thi long phung,637986
438,8792,Giraffa Phu Quoc Bungalows,giraffa phu quoc bungalows,602220
439,8799,Quoc Thang Hotel,quoc thang hotel,272727
440,8807,Cao Thuan 5,cao thuan 5,250000
441,8817,THUY HOUSE RESORT,thuy house resort,-1
442,8822,T and T Resort,t and t resort,1069842
443,8829,Ha Phat Guesthouse,ha phat guesthouse,230000
444,8830,Eco Spring Villa Phu Quoc,eco spring villa phu quoc,584416
445,8836,Khách Sạn Holiday (Holiday Hotel),khach san holiday (holiday hotel),-1
446,9078,Gia Phuc Motel,gia phuc motel,592677
447,9088,Guest House 36 (2),guest house 36 (2),200000
448,9100,36 Hostel,36 hostel,455000
449,9109,Hoa Anh Dao,hoa anh dao,420000
450,9117,Island Life Hostel,island life hostel,-1
451,9118,Mia Homestay,mia homestay,259740
452,9151,Thuyhouse Resort,thuyhouse resort,-1
453,9152,La Paloma Bungalow & Spa,la paloma bungalow & spa,623221
454,9154,"Sen Viet Phu Quoc Resort, Sport & Spa","sen viet phu quoc resort, sport & spa",584416
455,9158,Phu Quoc Villas,phu quoc villas,476190
456,9159,Phu Quoc Valley Resort,phu quoc valley resort,466753
457,9952,MayFair Valley,mayfair valley,280000
458,9963,Wild Beach Resort Phú Quốc,wild beach resort phu quoc,781139
459,21682,Bamboo Resort Phu Quoc,bamboo resort phu quoc,579999
460,21739,Kim Hong Anh Hotel,kim hong anh hotel,340000
461,21768,The Garden House Phu Quoc Resort,the garden house phu quoc resort,545455
462,21819,Phu Quy Resort - Phu Quoc,phu quy resort - phu quoc,242726
463,21873,Khách sạn Sunrise Boutique (Sunrise Boutique Hotel),khach san sunrise boutique (sunrise boutique hotel),480000
464,21935,Kim Xuân Bungalow 7S,kim xuan bungalow 7s,300000
465,21957,Khách Sạn L&M OYO 153 (OYO 153 L&M Hotel),khach san l&m oyo 153 (oyo 153 l&m hotel),346878
466,22001,Phuong Thanh Guesthouse,phuong thanh guesthouse,450000
467,22007,THAI HOANG GIA,thai hoang gia,393325
468,22018,Hong Anh Phu Quoc,hong anh phu quoc,353250
469,22052,Nesta Phu Quoc Hotel,nesta phu quoc hotel,666667
470,22056,Khach San Jiny Tran (Jiny Tran Hotel),khach san jiny tran (jiny tran hotel),594000
471,22070,Bungalow Ngoi Sao Tim,bungalow ngoi sao tim,300000
472,22132,Kim Huong Quang Hotel,kim huong quang hotel,519481
473,22178,Khách sạn Liên Thống (Lien Thong Hotel),khach san lien thong (lien thong hotel),390000
474,22216,Song Ngoc Guesthouse,song ngoc guesthouse,227273
475,22222,Coco Valley Garden Hotel,coco valley garden hotel,233766
476,22262,Lotus Private Pool Villas,lotus private pool villas,-1
477,22285,Family Phu Quoc Bungalow,family phu quoc bungalow,606061
478,22309,Freedomland Phu Quoc Resort,freedomland phu quoc resort,2807951
479,22410,Gold Sand Beach Bungalow,gold sand beach bungalow,1050000
480,22454,Hung Nguyen Guesthouse,hung nguyen guesthouse,294372
481,22464,Hotel Blue Dragon,hotel blue dragon,315585
482,22493,Elwood Premier Resort Phú Quốc,elwood premier resort phu quoc,1089391
483,22500,New Day Phu Quoc Guesthouse,new day phu quoc guesthouse,337662
484,22514,88 Hilltop Villa,88 hilltop villa,802959
485,22517,Hong Chau Guesthouse,hong chau guesthouse,298182
486,22557,Trung Huynh Bungalow,trung huynh bungalow,420000
487,22580,9 Station Hostel Phú Quốc (9 Station Hostel & Bar),9 station hostel phu quoc (9 station hostel & bar),930953
488,22589,Nguyen Phan Hotel,nguyen phan hotel,450000
489,22619,Be Home 2,be home 2,327273
490,22623,Kosmos Phu Quoc Villa - VIP,kosmos phu quoc villa - vip,7386882
491,22720,Countryside Garden Resort,countryside garden resort,682000
492,22722,Khách sạn Bụi Kiên Giang (Bui Kien Giang Hostel),khach san bui kien giang (bui kien giang hostel),350000
493,22802,Homestead Garden View Resort,homestead garden view resort,772848
494,22906,Mai Binh Phuong Bungalow,mai binh phuong bungalow,745000
495,22914,Sea Lavie by D'hotels,sea lavie by d'hotels,630000
496,22920,Nghi Lan Guesthouse,nghi lan guesthouse,343655
497,22952,Thinh Khang Bungalow,thinh khang bungalow,202598
498,22956,Up Village Phu Quoc,up village phu quoc,758008
499,22980,Hotel Phu Quoc Ngoc Viet,hotel phu quoc ngoc viet,382500
500,22987,Camellia Resort & Spa,camellia resort & spa,903851
501,23029,Sinh Doi Bungalow,sinh doi bungalow,745000
502,23134,Phu Quoc Backpackers,phu quoc backpackers,556800
503,23137,Sunlight Bungalow,sunlight bungalow,443290
504,23140,Nhat Huy Bungalow,nhat huy bungalow,229091
505,23145,Anh Bay Homestay,anh bay homestay,803764
506,23167,Bạch Dương Resort (Bach Duong Resort),bach duong resort (bach duong resort),512190
507,23172,Alanis Lodge Phu Quoc,alanis lodge phu quoc,599000
508,23189,Vela Phú Quốc Resort (Vela Phu Quoc Resort),vela phu quoc resort (vela phu quoc resort),555195
509,23213,Vien Duong Guest House,vien duong guest house,298182
510,23234,Long Beach Garden Phu Quoc,long beach garden phu quoc,648000
511,23248,Rum Bungalow,rum bungalow,606061
512,23270,Orchard Fruit Farm Bungalow,orchard fruit farm bungalow,697264
513,23305,Sun & Wind Paradise Bungalow,sun & wind paradise bungalow,816450
514,23330,Lien My Tam Hotel,lien my tam hotel,450000
515,23376,Cocopalm Beach Resort & Spa,cocopalm beach resort & spa,1453813
516,23393,Mai Spa Resort,mai spa resort,1037381
517,23394,Diadem Resort,diadem resort,802961
518,23461,Mai Phương Resort Phú Quốc,mai phuong resort phu quoc,1309091
519,23493,Resort Mỹ Lan (My Lan Guest House),resort my lan (my lan guest house),779221
520,23513,Sunny Resort Phú Quốc (Sunny Resort Phu Quoc),sunny resort phu quoc (sunny resort phu quoc),282000
521,23674,Duc Anh Bungalow,duc anh bungalow,300000
522,23732,Khách Sạn Thiên Phú Nghĩa (Thien Phu Nghia Hotel),khach san thien phu nghia (thien phu nghia hotel),346320
523,23772,Khách sạn Sammy Hà Tiên ( Sammy Hotel Ha Tien ),khach san sammy ha tien ( sammy hotel ha tien ),559999
524,23803,NEW SUN HOTEL PHU QUOC 2,new sun hotel phu quoc 2,735931
525,29404,Sen Viet Phu Quoc Resort Sport & Spa,sen viet phu quoc resort sport & spa,630000
526,29409,Golden Daisy Hotel,golden daisy hotel,692640
527,29414,Hong Bin Bungalow Phú Quốc,hong bin bungalow phu quoc,745000
528,29415,Ngoc Chau Hotel Phu Quoc,ngoc chau hotel phu quoc,732467
529,29419,Gaia Hotel Phu Quoc,gaia hotel phu quoc,770996
530,29445,West Phu Quoc Hotel,west phu quoc hotel,585455
531,29448,OLIVE ROOM x Seaside Village Phú Quốc,olive room x seaside village phu quoc,301298
532,29456,Azura Resort,azura resort,793657
533,29458,THELAM RESORT,thelam resort,-1
534,29466,Bambusa Resort Phú Quốc,bambusa resort phu quoc,1632494
535,29498,Khanh Duy Resort,khanh duy resort,425000
536,29564,Thuan Hai Hotel,thuan hai hotel,520000
537,29566,Aloha Hotel,aloha hotel,-1
538,29615,Vinpearl Discovery 1 Phú Quốc,vinpearl discovery 1 phu quoc,4449351
539,29663,Sunflower Phu Quoc Hotel,sunflower phu quoc hotel,644000
540,29666,vinpearl phu quoc,vinpearl phu quoc,971350
541,29684,(★) Vinpearl Phú Quốc 3N2Đ & Bay VNA Khứ Hồi/ 2 khách (HCM - PQ) - SAP,() vinpearl phu quoc 3n2d & bay vna khu hoi/ 2 khach (hcm - pq) - sap,3200000
542,29686,(★) Vinpearl Phú Quốc 3N2Đ & Bay VNA Khứ Hồi / 2 Khách (HCM - PQ) - XĐS,() vinpearl phu quoc 3n2d & bay vna khu hoi / 2 khach (hcm - pq) - xds,5710000
543,29694,(★) Vinpearl Phú Quốc 3N2Đ & Bay VNA Khứ Hồi/ 2 khách (HCM - PQ) - DIA,() vinpearl phu quoc 3n2d & bay vna khu hoi/ 2 khach (hcm - pq) - dia,5710000
544,29695,(★) Vinpearl Phú Quốc 3N2Đ & Bay VNA Khứ Hồi/ 2 khách (HN - PQ) - DIA,() vinpearl phu quoc 3n2d & bay vna khu hoi/ 2 khach (hn - pq) - dia,5710000
545,29696,(★) Vinpearl Phú Quốc 3N2Đ & Bay VNA Khứ Hồi /2 khách (HCM - PQ) - HRR,() vinpearl phu quoc 3n2d & bay vna khu hoi /2 khach (hcm - pq) - hrr,5710000
546,29700,(★) Vinpearl Phú Quốc 3N2Đ & Bay VNA Khứ Hồi/2 khách (HCM - PQ) - TQR,() vinpearl phu quoc 3n2d & bay vna khu hoi/2 khach (hcm - pq) - tqr,3200000
547,29701,(★) Vinpearl Phú Quốc 3N2Đ & Bay VNA Khứ Hồi (HN - PQ)/2 khách - HRR,() vinpearl phu quoc 3n2d & bay vna khu hoi (hn - pq)/2 khach - hrr,3200000
548,29706,(★) Vinpearl Phú Quốc 3N2Đ & Bay VNA Khứ Hồi/2 khách (HCM - PQ) - ĐNA,() vinpearl phu quoc 3n2d & bay vna khu hoi/2 khach (hcm - pq) - dna,3200000
549,29707,(★) Vinpearl Phú Quốc 3N2Đ & Bay VNA Khứ Hồi/2 khách (HN - PQ) - ĐNA,() vinpearl phu quoc 3n2d & bay vna khu hoi/2 khach (hn - pq) - dna,3200000
550,29711,Green Deluxe Hotel Phu Quoc,green deluxe hotel phu quoc,472727
551,40391,Phuc Ngoc Hotel,phuc ngoc hotel,592677
552,40392,Khách sạn Hòa An (Hoa An Hotel),khach san hoa an (hoa an hotel),318182
553,40394,Homestay BamBoo,homestay bamboo,300000
554,40395,Quoc Dung Hotel,quoc dung hotel,549784
555,40397,Nha nghi Quang Vinh,nha nghi quang vinh,233766
556,40398,STAY hostel - 300m from the ferry,stay hostel - 300m from the ferry,150000
557,40400,Ta Pang Guesthouse,ta pang guesthouse,294372
558,40402,Hotel Karaoke Ruby - Ha Tien,hotel karaoke ruby - ha tien,296770
559,40404,Bao Anh Motel,bao anh motel,504329
560,40405,Sele House,sele house,350000
561,40407,Huynh Huong Guesthouse,huynh huong guesthouse,544545
562,40409,Hung Kiet Guesthouse,hung kiet guesthouse,341258
563,40410,Tom Hill Resort Phú Quốc (Tom Hill Resort Phu Quoc),tom hill resort phu quoc (tom hill resort phu quoc),579999
564,40411,The Palmy Phu Quoc Resort and Spa,the palmy phu quoc resort and spa,1304762
565,40412,Seashells Hotel & Spa Phú Quốc (Seashells Phu Quoc Hotel & Spa),seashells hotel & spa phu quoc (seashells phu quoc hotel & spa),1667150
566,40413,Lahana Phú Quốc Resort (Lahana Resort Phu Quoc),lahana phu quoc resort (lahana resort phu quoc),1380022
567,40414,"Nhà mặt đất 300 m² 2 phòng ngủ, 2 phòng tắm riêng ở An Thới (Linkin Garden House in a small village at the hill)","nha mat dat 300 m2 2 phong ngu, 2 phong tam rieng o an thoi (linkin garden house in a small village at the hill)",497835
568,40415,Premier Residences Phu Quoc Emerald Bay Managed by AccorHotels,premier residences phu quoc emerald bay managed by accorhotels,1714284
569,40417,Sunset Sanato Resort & Villa Phú Quốc,sunset sanato resort & villa phu quoc,966234
570,40418,Ancient Village Phu Quoc Resort,ancient village phu quoc resort,1141645
571,40419,Amarin Resort,amarin resort,2146000
572,40422,Khách sạn An Phú (An Phu Hotel),khach san an phu (an phu hotel),765000
573,40423,"Bungalow 38 m² 1 phòng ngủ, 0 phòng tắm riêng ở Ông Lang (Y Nghia Bungalow)","bungalow 38 m2 1 phong ngu, 0 phong tam rieng o ong lang (y nghia bungalow)",647619
574,40424,Khách sạn Mường Thanh Phú Quốc,khach san muong thanh phu quoc,1246753
575,40426,Phùng Hưng Boutiq OYO 163 (OYO 163 Phung Hung Boutiq),phung hung boutiq oyo 163 (oyo 163 phung hung boutiq),483000
576,40427,Brenta Phu Quoc Hotel,brenta phu quoc hotel,1255411
577,40428,Khách sạn Wyn Phú Quốc (Wyn Phu Quoc Hotel),khach san wyn phu quoc (wyn phu quoc hotel),1425000
578,40430,Fusion Resort Phú Quốc (Fusion Resort Phu Quoc - All Spa Inclusive),fusion resort phu quoc (fusion resort phu quoc - all spa inclusive),4667664
579,40431,Canary Bungalow,canary bungalow,519481
580,40432,Resort Thiên Thanh (Thien Thanh Phu Quoc Resort),resort thien thanh (thien thanh phu quoc resort),1475437
581,40433,Be Home 3 Hostel & Bungalow,be home 3 hostel & bungalow,803764
582,40434,Anja Beach Resort & Spa,anja beach resort & spa,1871581
583,40435,Ola Phu Quoc Hotel,ola phu quoc hotel,765000
584,40437,Khách Sạn May Phú Quốc (May Hotel Phu Quoc),khach san may phu quoc (may hotel phu quoc),1547200
585,40438,Bon Bon Bungalow,bon bon bungalow,584416
586,40439,Green Garden Bungalow Phu Quoc (Green Garden Bungalow Phu quoc),green garden bungalow phu quoc (green garden bungalow phu quoc),155844
587,40440,Wings Bungalow,wings bungalow,816450
588,40441,Island Lodge Phu Quoc,island lodge phu quoc,455065
589,40442,Golden Topaz Phú Quốc Resort (Golden Topaz),golden topaz phu quoc resort (golden topaz),597403
590,40443,Mayfair Beach Resort Phú Quốc (Mayfair Beach Resort Phu Quoc),mayfair beach resort phu quoc (mayfair beach resort phu quoc),496000
591,40444,Phú Quốc Pomelo Garden,phu quoc pomelo garden,455065
592,40445,THE HILL RESORT,the hill resort,579999
593,40446,S'Bungalow Phu Quoc,s'bungalow phu quoc,567000
594,40448,KHU NGHỈ DƯỠNG RED (RED RESORT),khu nghi duong red (red resort),1000000
595,40449,Levan Hotel,levan hotel,637500
596,40450,Phu Quoc Valley Sen Bungalow,phu quoc valley sen bungalow,432900
597,40451,Dugong Phu Quoc Resort,dugong phu quoc resort,637857
598,40452,Khách Sạn Sunrise Boutique Phú Quốc (Sunrise Boutique Hotel Phu Quoc),khach san sunrise boutique phu quoc (sunrise boutique hotel phu quoc),480000
599,40453,Hai Phuong Tuyen Guesthouse,hai phuong tuyen guesthouse,233766
600,40454,InterContinental Phú Quốc Long Beach Resort,intercontinental phu quoc long beach resort,3372738
601,40456,The Vibe House - Chillout Hostel,the vibe house - chillout hostel,327273
602,40457,Khu Nghỉ Dưỡng & Spa Maison du Việt Nam (Maison du Vietnam Resort & Spa),khu nghi duong & spa maison du viet nam (maison du vietnam resort & spa),561039
